protein,RNA line ab,binary_RNA line ab
9606.ENSP00000386023,76,1
9606.ENSP00000386029,0,0
9606.ENSP00000386039,10.4,1
9606.ENSP00000386041,0,0
9606.ENSP00000386043,0.7,1
9606.ENSP00000386049,3.1,1
9606.ENSP00000386069,0.2,1
9606.ENSP00000386104,20.4,1
9606.ENSP00000386118,0,0
9606.ENSP00000386125,3.9,1
9606.ENSP00000386126,0,0
9606.ENSP00000386133,0,0
9606.ENSP00000386134,109,1
9606.ENSP00000386135,13.9,1
9606.ENSP00000386137,0,0
9606.ENSP00000386138,0,0
9606.ENSP00000386141,0,0
9606.ENSP00000386143,0,0
9606.ENSP00000386146,1.8,1
9606.ENSP00000386151,0,0
9606.ENSP00000386156,43.6,1
9606.ENSP00000386162,0,0
9606.ENSP00000386165,1.7,1
9606.ENSP00000386167,0,0
9606.ENSP00000386170,3.2,1
9606.ENSP00000386174,0,0
9606.ENSP00000386175,0,0
9606.ENSP00000386180,0,0
9606.ENSP00000386181,5.7,1
9606.ENSP00000386184,6.2,1
9606.ENSP00000386186,4.1,1
9606.ENSP00000386187,36.5,1
9606.ENSP00000386190,0,0
9606.ENSP00000386195,0,0
9606.ENSP00000386200,0.8,1
9606.ENSP00000386201,0,0
9606.ENSP00000386207,1.3,1
9606.ENSP00000386208,0,0
9606.ENSP00000386209,0,0
9606.ENSP00000386210,0,0
9606.ENSP00000386212,0,0
9606.ENSP00000386213,0.3,1
9606.ENSP00000386222,0,0
9606.ENSP00000386226,29,1
9606.ENSP00000386227,8.2,1
9606.ENSP00000386229,0.2,1
9606.ENSP00000386230,1,1
9606.ENSP00000386239,13.4,1
9606.ENSP00000386264,5.6,1
9606.ENSP00000386272,0,0
9606.ENSP00000386277,42,1
9606.ENSP00000386280,0.1,1
9606.ENSP00000386284,8.1,1
9606.ENSP00000386289,20,1
9606.ENSP00000386292,2.8,1
9606.ENSP00000386302,10.1,1
9606.ENSP00000386306,6.5,1
9606.ENSP00000386331,0,0
9606.ENSP00000386346,0.2,1
9606.ENSP00000386348,33.6,1
9606.ENSP00000386357,0.2,1
9606.ENSP00000386376,0,0
9606.ENSP00000386377,21.6,1
9606.ENSP00000386378,2.2,1
9606.ENSP00000386380,0.2,1
9606.ENSP00000386385,9,1
9606.ENSP00000386389,0,0
9606.ENSP00000386394,96.8,1
9606.ENSP00000386398,0,0
9606.ENSP00000386414,0,0
9606.ENSP00000386433,72.1,1
9606.ENSP00000386439,1,1
9606.ENSP00000386443,37.8,1
9606.ENSP00000386444,0,0
9606.ENSP00000386450,0,0
9606.ENSP00000386452,16.9,1
9606.ENSP00000386453,0.5,1
9606.ENSP00000386456,11.7,1
9606.ENSP00000386458,90.8,1
9606.ENSP00000386488,19.4,1
9606.ENSP00000386498,0.4,1
9606.ENSP00000386499,0,0
9606.ENSP00000386502,0.6,1
9606.ENSP00000386520,20.5,1
9606.ENSP00000386531,64,1
9606.ENSP00000386532,0,0
9606.ENSP00000386538,22.2,1
9606.ENSP00000386541,176.8,1
9606.ENSP00000386543,50.6,1
9606.ENSP00000386557,15.3,1
9606.ENSP00000386559,0.6,1
9606.ENSP00000386563,16.5,1
9606.ENSP00000386588,0.6,1
9606.ENSP00000386597,42,1
9606.ENSP00000386604,5.3,1
9606.ENSP00000386607,0,0
9606.ENSP00000386609,6.3,1
9606.ENSP00000386616,0,0
9606.ENSP00000386636,315.3,1
9606.ENSP00000386647,1.7,1
9606.ENSP00000386651,67,1
9606.ENSP00000386653,3,1
9606.ENSP00000386655,692.9,1
9606.ENSP00000386660,23.7,1
9606.ENSP00000386665,31.4,1
9606.ENSP00000386702,0,0
9606.ENSP00000386710,43.2,1
9606.ENSP00000386711,0,0
9606.ENSP00000386717,2112.3,1
9606.ENSP00000386722,15.3,1
9606.ENSP00000386738,52.7,1
9606.ENSP00000386741,68,1
9606.ENSP00000386759,29.5,1
9606.ENSP00000386764,0.7,1
9606.ENSP00000386766,28.6,1
9606.ENSP00000386770,0,0
9606.ENSP00000386772,14.8,1
9606.ENSP00000386787,12.1,1
9606.ENSP00000386788,400.7,1
9606.ENSP00000386791,0,0
9606.ENSP00000386796,0.1,1
9606.ENSP00000386804,0,0
9606.ENSP00000386807,0.6,1
9606.ENSP00000386810,0,0
9606.ENSP00000386834,0.5,1
9606.ENSP00000386840,0,0
9606.ENSP00000386845,31.9,1
9606.ENSP00000386857,36.9,1
9606.ENSP00000386862,22.6,1
9606.ENSP00000386869,13,1
9606.ENSP00000386870,0,0
9606.ENSP00000386881,0,0
9606.ENSP00000386884,1.7,1
9606.ENSP00000386894,263.5,1
9606.ENSP00000386895,0.5,1
9606.ENSP00000386896,17.7,1
9606.ENSP00000386902,1.4,1
9606.ENSP00000386908,0.2,1
9606.ENSP00000386911,0,0
9606.ENSP00000386918,8.9,1
9606.ENSP00000386921,68.4,1
9606.ENSP00000386923,2.3,1
9606.ENSP00000386928,18.5,1
9606.ENSP00000386935,29.6,1
9606.ENSP00000386942,0,0
9606.ENSP00000386959,0,0
9606.ENSP00000386962,0.1,1
9606.ENSP00000386972,0,0
9606.ENSP00000386988,0.3,1
9606.ENSP00000386992,47.3,1
9606.ENSP00000387006,30.4,1
9606.ENSP00000387007,53.7,1
9606.ENSP00000387010,55.6,1
9606.ENSP00000387020,0,0
9606.ENSP00000387027,0,0
9606.ENSP00000387046,10.9,1
9606.ENSP00000387050,39.9,1
9606.ENSP00000387051,83.8,1
9606.ENSP00000387075,2.8,1
9606.ENSP00000387077,1.5,1
9606.ENSP00000387078,15.9,1
9606.ENSP00000387091,0,0
9606.ENSP00000387100,7.9,1
9606.ENSP00000387122,11.6,1
9606.ENSP00000387123,36.5,1
9606.ENSP00000387124,0,0
9606.ENSP00000387128,0.3,1
9606.ENSP00000387159,1.9,1
9606.ENSP00000387164,51.8,1
9606.ENSP00000387170,44.2,1
9606.ENSP00000387176,0,0
9606.ENSP00000387185,0.9,1
9606.ENSP00000387187,454.6,1
9606.ENSP00000387209,3.8,1
9606.ENSP00000387211,0,0
9606.ENSP00000387219,63.7,1
9606.ENSP00000387246,15.6,1
9606.ENSP00000387261,20.3,1
9606.ENSP00000387262,128.9,1
9606.ENSP00000387266,24,1
9606.ENSP00000387278,0,0
9606.ENSP00000387282,87.9,1
9606.ENSP00000387286,173.7,1
9606.ENSP00000387292,6.8,1
9606.ENSP00000387298,2,1
9606.ENSP00000387303,0,0
9606.ENSP00000387307,0,0
9606.ENSP00000387310,2.4,1
9606.ENSP00000387334,4.7,1
9606.ENSP00000387356,0,0
9606.ENSP00000387361,22.3,1
9606.ENSP00000387362,31.9,1
9606.ENSP00000387365,70.8,1
9606.ENSP00000387380,0.7,1
9606.ENSP00000387426,14.4,1
9606.ENSP00000387435,0,0
9606.ENSP00000387462,16.7,1
9606.ENSP00000387471,140,1
9606.ENSP00000387498,0,0
9606.ENSP00000387523,0,0
9606.ENSP00000387535,3.3,1
9606.ENSP00000387536,12.3,1
9606.ENSP00000387549,0,0
9606.ENSP00000387593,25.6,1
9606.ENSP00000387617,0.1,1
9606.ENSP00000387641,6.4,1
9606.ENSP00000387654,31.7,1
9606.ENSP00000387662,0,0
9606.ENSP00000387683,0,0
9606.ENSP00000387694,4.3,1
9606.ENSP00000387699,34.8,1
9606.ENSP00000387710,261.1,1
9606.ENSP00000387739,20.1,1
9606.ENSP00000387757,10.2,1
9606.ENSP00000387784,26.9,1
9606.ENSP00000387822,0,0
9606.ENSP00000387875,0,0
9606.ENSP00000387882,9,1
9606.ENSP00000387888,0,0
9606.ENSP00000387907,0.1,1
9606.ENSP00000387911,46.7,1
9606.ENSP00000387941,7.6,1
9606.ENSP00000387982,6.4,1
9606.ENSP00000388001,0.2,1
9606.ENSP00000388094,0,0
9606.ENSP00000388107,1881.9,1
9606.ENSP00000388137,0,0
9606.ENSP00000388169,102.9,1
9606.ENSP00000388207,0,0
9606.ENSP00000388241,3.1,1
9606.ENSP00000388275,0.8,1
9606.ENSP00000388293,0.1,1
9606.ENSP00000388299,0,0
9606.ENSP00000388311,6.1,1
9606.ENSP00000388320,14.8,1
9606.ENSP00000388325,30,1
9606.ENSP00000388337,285.5,1
9606.ENSP00000388402,8.8,1
9606.ENSP00000388431,17.8,1
9606.ENSP00000388502,2,1
9606.ENSP00000388510,18.4,1
9606.ENSP00000388550,5.2,1
9606.ENSP00000388552,1.8,1
9606.ENSP00000388566,0,0
9606.ENSP00000388620,1.6,1
9606.ENSP00000388631,0,0
9606.ENSP00000388638,130.3,1
9606.ENSP00000388648,54.2,1
9606.ENSP00000388658,7.9,1
9606.ENSP00000388684,0,0
9606.ENSP00000388713,30.2,1
9606.ENSP00000388723,0,0
9606.ENSP00000388731,14.5,1
9606.ENSP00000388806,420,1
9606.ENSP00000388823,84.7,1
9606.ENSP00000388825,0,0
9606.ENSP00000388850,0,0
9606.ENSP00000388864,4.9,1
9606.ENSP00000388878,0,0
9606.ENSP00000388895,0,0
9606.ENSP00000388909,25.7,1
9606.ENSP00000388910,7.1,1
9606.ENSP00000388920,31.1,1
9606.ENSP00000388940,84.3,1
9606.ENSP00000388942,137.7,1
9606.ENSP00000388996,54.2,1
9606.ENSP00000389009,0,0
9606.ENSP00000389014,2.4,1
9606.ENSP00000389015,0,0
9606.ENSP00000389026,0,0
9606.ENSP00000389060,160.8,1
9606.ENSP00000389072,0,0
9606.ENSP00000389103,1604.1,1
9606.ENSP00000389111,0.9,1
9606.ENSP00000389140,0,0
9606.ENSP00000389160,118.6,1
9606.ENSP00000389168,38.6,1
9606.ENSP00000389175,1.7,1
9606.ENSP00000389176,14,1
9606.ENSP00000389182,73.9,1
9606.ENSP00000389237,0,0
9606.ENSP00000389241,0,0
9606.ENSP00000389252,7.4,1
9606.ENSP00000389255,0,0
9606.ENSP00000389277,363.7,1
9606.ENSP00000389289,0,0
9606.ENSP00000389326,0,0
9606.ENSP00000389377,9.9,1
9606.ENSP00000389381,4.2,1
9606.ENSP00000389395,0,0
9606.ENSP00000389399,24.8,1
9606.ENSP00000389414,0,0
9606.ENSP00000389427,20.4,1
9606.ENSP00000389443,0,0
9606.ENSP00000389445,224.3,1
9606.ENSP00000389466,0,0
9606.ENSP00000389513,0,0
9606.ENSP00000389554,0,0
9606.ENSP00000389588,0.1,1
9606.ENSP00000389600,0.1,1
9606.ENSP00000389625,0.4,1
9606.ENSP00000389630,16,1
9606.ENSP00000389631,22.4,1
9606.ENSP00000389649,441.3,1
9606.ENSP00000389709,0,0
9606.ENSP00000389714,0.3,1
9606.ENSP00000389715,0,0
9606.ENSP00000389745,13.6,1
9606.ENSP00000389787,1.1,1
9606.ENSP00000389810,33.3,1
9606.ENSP00000389813,7.4,1
9606.ENSP00000389814,0,0
9606.ENSP00000389841,4.3,1
9606.ENSP00000389843,0,0
9606.ENSP00000389870,7.1,1
9606.ENSP00000389900,31,1
9606.ENSP00000389903,25.8,1
9606.ENSP00000389910,3.2,1
9606.ENSP00000389913,4.1,1
9606.ENSP00000389948,8.2,1
9606.ENSP00000389998,1.9,1
9606.ENSP00000390011,4.2,1
9606.ENSP00000390020,2.6,1
9606.ENSP00000390070,0,0
9606.ENSP00000390076,2.1,1
9606.ENSP00000390084,0,0
9606.ENSP00000390111,0,0
9606.ENSP00000390158,31.2,1
9606.ENSP00000390179,3.1,1
9606.ENSP00000390204,0,0
9606.ENSP00000390232,0,0
9606.ENSP00000390265,112.4,1
9606.ENSP00000390407,0,0
9606.ENSP00000390410,0,0
9606.ENSP00000390423,0,0
9606.ENSP00000390431,0,0
9606.ENSP00000390436,4.3,1
9606.ENSP00000390475,51.6,1
9606.ENSP00000390564,3.2,1
9606.ENSP00000390590,12,1
9606.ENSP00000390600,0,0
9606.ENSP00000390613,0,0
9606.ENSP00000390621,0.3,1
9606.ENSP00000390625,30.7,1
9606.ENSP00000390630,0.1,1
9606.ENSP00000390637,0,0
9606.ENSP00000390651,5.3,1
9606.ENSP00000390661,0,0
9606.ENSP00000390722,30.6,1
9606.ENSP00000390762,0.2,1
9606.ENSP00000390778,0,0
9606.ENSP00000390783,41.3,1
9606.ENSP00000390784,0,0
9606.ENSP00000390849,16.5,1
9606.ENSP00000390932,2.9,1
9606.ENSP00000390941,0.2,1
9606.ENSP00000391085,0,0
9606.ENSP00000391088,0,0
9606.ENSP00000391101,0,0
9606.ENSP00000391121,7.8,1
9606.ENSP00000391137,0,0
9606.ENSP00000391167,9.7,1
9606.ENSP00000391200,9.1,1
9606.ENSP00000391209,12.8,1
9606.ENSP00000391211,109.2,1
9606.ENSP00000391227,1.6,1
9606.ENSP00000391249,96.6,1
9606.ENSP00000391299,0,0
9606.ENSP00000391311,30.2,1
9606.ENSP00000391397,0.2,1
9606.ENSP00000391404,0,0
9606.ENSP00000391409,0,0
9606.ENSP00000391457,52.4,1
9606.ENSP00000391481,377.9,1
9606.ENSP00000391488,2.8,1
9606.ENSP00000391490,0,0
9606.ENSP00000391498,0,0
9606.ENSP00000391504,0.7,1
9606.ENSP00000391524,0.1,1
9606.ENSP00000391549,31.8,1
9606.ENSP00000391583,0,0
9606.ENSP00000391592,0.3,1
9606.ENSP00000391594,2.6,1
9606.ENSP00000391596,1.7,1
9606.ENSP00000391601,22.1,1
9606.ENSP00000391641,3.2,1
9606.ENSP00000391664,0,0
9606.ENSP00000391668,0.3,1
9606.ENSP00000391669,6.1,1
9606.ENSP00000391676,0,0
9606.ENSP00000391692,0.5,1
9606.ENSP00000391723,58.3,1
9606.ENSP00000391747,0.3,1
9606.ENSP00000391748,32.3,1
9606.ENSP00000391788,0,0
9606.ENSP00000391800,1.4,1
9606.ENSP00000391826,0.9,1
9606.ENSP00000391869,0.7,1
9606.ENSP00000391942,43.1,1
9606.ENSP00000391950,1.4,1
9606.ENSP00000392024,0,0
9606.ENSP00000392025,11.3,1
9606.ENSP00000392028,26.7,1
9606.ENSP00000392043,40.3,1
9606.ENSP00000392065,48.7,1
9606.ENSP00000392066,7.9,1
9606.ENSP00000392094,181.5,1
9606.ENSP00000392105,0,0
9606.ENSP00000392147,56.8,1
9606.ENSP00000392189,0,0
9606.ENSP00000392204,0.7,1
9606.ENSP00000392206,2.3,1
9606.ENSP00000392252,0,0
9606.ENSP00000392257,1,1
9606.ENSP00000392270,254.6,1
9606.ENSP00000392283,0,0
9606.ENSP00000392316,40.2,1
9606.ENSP00000392318,10.3,1
9606.ENSP00000392330,337.3,1
9606.ENSP00000392335,0.6,1
9606.ENSP00000392353,15,1
9606.ENSP00000392368,0,0
9606.ENSP00000392371,6.5,1
9606.ENSP00000392395,2.1,1
9606.ENSP00000392398,0,0
9606.ENSP00000392407,0,0
9606.ENSP00000392410,5.9,1
9606.ENSP00000392411,0,0
9606.ENSP00000392423,2.1,1
9606.ENSP00000392452,19.6,1
9606.ENSP00000392466,48.9,1
9606.ENSP00000392495,13.8,1
9606.ENSP00000392500,3.7,1
9606.ENSP00000392511,1.3,1
9606.ENSP00000392513,1.8,1
9606.ENSP00000392549,6.9,1
9606.ENSP00000392553,14.5,1
9606.ENSP00000392617,65.7,1
9606.ENSP00000392660,0.1,1
9606.ENSP00000392678,114.7,1
9606.ENSP00000392700,0,0
9606.ENSP00000392709,52.9,1
9606.ENSP00000392718,0,0
9606.ENSP00000392726,0,0
9606.ENSP00000392762,0,0
9606.ENSP00000392770,0,0
9606.ENSP00000392812,0,0
9606.ENSP00000392828,2.3,1
9606.ENSP00000392879,0,0
9606.ENSP00000392896,88.3,1
9606.ENSP00000392906,11.1,1
9606.ENSP00000392936,0,0
9606.ENSP00000392985,0,0
9606.ENSP00000393066,0,0
9606.ENSP00000393097,0,0
9606.ENSP00000393099,9.8,1
9606.ENSP00000393128,0,0
9606.ENSP00000393136,0,0
9606.ENSP00000393139,39.8,1
9606.ENSP00000393154,0,0
9606.ENSP00000393161,0.2,1
9606.ENSP00000393163,0,0
9606.ENSP00000393183,43.3,1
9606.ENSP00000393198,2.1,1
9606.ENSP00000393222,0,0
9606.ENSP00000393241,5472.9,1
9606.ENSP00000393260,19.5,1
9606.ENSP00000393275,2.7,1
9606.ENSP00000393312,90,1
9606.ENSP00000393313,36.3,1
9606.ENSP00000393315,0,0
9606.ENSP00000393316,60.3,1
9606.ENSP00000393324,8.6,1
9606.ENSP00000393333,0.7,1
9606.ENSP00000393379,14.1,1
9606.ENSP00000393392,0,0
9606.ENSP00000393417,0,0
9606.ENSP00000393453,0,0
9606.ENSP00000393474,0,0
9606.ENSP00000393511,0,0
9606.ENSP00000393541,13.9,1
9606.ENSP00000393557,0.2,1
9606.ENSP00000393559,13.5,1
9606.ENSP00000393566,0,0
9606.ENSP00000393583,3.1,1
9606.ENSP00000393596,22.9,1
9606.ENSP00000393631,5.9,1
9606.ENSP00000393667,8.1,1
9606.ENSP00000393675,6.3,1
9606.ENSP00000393719,0,0
9606.ENSP00000393762,7,1
9606.ENSP00000393776,9.6,1
9606.ENSP00000393785,20.4,1
9606.ENSP00000393795,14.1,1
9606.ENSP00000393832,0.1,1
9606.ENSP00000393835,6.2,1
9606.ENSP00000393840,8.5,1
9606.ENSP00000393845,0,0
9606.ENSP00000393847,0,0
9606.ENSP00000393876,18,1
9606.ENSP00000393887,0,0
9606.ENSP00000393889,0,0
9606.ENSP00000393922,6,1
9606.ENSP00000393952,3.8,1
9606.ENSP00000393963,87.1,1
9606.ENSP00000393978,9.5,1
9606.ENSP00000393987,0.1,1
9606.ENSP00000394033,13.2,1
9606.ENSP00000394049,0,0
9606.ENSP00000394051,0,0
9606.ENSP00000394071,172.7,1
9606.ENSP00000394078,0,0
9606.ENSP00000394085,57.3,1
9606.ENSP00000394178,2.6,1
9606.ENSP00000394183,59.2,1
9606.ENSP00000394227,0.1,1
9606.ENSP00000394248,0,0
9606.ENSP00000394282,0,0
9606.ENSP00000394316,284.9,1
9606.ENSP00000394331,22.5,1
9606.ENSP00000394352,4.4,1
9606.ENSP00000394380,0,0
9606.ENSP00000394390,24.3,1
9606.ENSP00000394394,71.8,1
9606.ENSP00000394417,477.1,1
9606.ENSP00000394472,0,0
9606.ENSP00000394484,0,0
9606.ENSP00000394485,0.2,1
9606.ENSP00000394487,5.3,1
9606.ENSP00000394496,153.3,1
9606.ENSP00000394510,5.8,1
9606.ENSP00000394546,20,1
9606.ENSP00000394560,38.4,1
9606.ENSP00000394623,0.1,1
9606.ENSP00000394624,0.4,1
9606.ENSP00000394653,0,0
9606.ENSP00000394720,3.7,1
9606.ENSP00000394734,27.9,1
9606.ENSP00000394751,0.3,1
9606.ENSP00000394757,10.4,1
9606.ENSP00000394770,0,0
9606.ENSP00000394791,28,1
9606.ENSP00000394794,20.6,1
9606.ENSP00000394842,4.1,1
9606.ENSP00000394863,154.9,1
9606.ENSP00000394869,62.5,1
9606.ENSP00000394888,0.8,1
9606.ENSP00000394899,4.3,1
9606.ENSP00000394936,0,0
9606.ENSP00000394954,0,0
9606.ENSP00000395007,10,1
9606.ENSP00000395012,5.7,1
9606.ENSP00000395083,26.3,1
9606.ENSP00000395086,0,0
9606.ENSP00000395196,9.6,1
9606.ENSP00000395204,17,1
9606.ENSP00000395219,0,0
9606.ENSP00000395220,0,0
9606.ENSP00000395232,22.3,1
9606.ENSP00000395244,0.3,1
9606.ENSP00000395249,37.1,1
9606.ENSP00000395259,0,0
9606.ENSP00000395281,9.1,1
9606.ENSP00000395340,1,1
9606.ENSP00000395389,19,1
9606.ENSP00000395461,0,0
9606.ENSP00000395473,13.6,1
9606.ENSP00000395474,13.5,1
9606.ENSP00000395505,0,0
9606.ENSP00000395535,19.3,1
9606.ENSP00000395538,30.2,1
9606.ENSP00000395574,83,1
9606.ENSP00000395587,0,0
9606.ENSP00000395590,1.6,1
9606.ENSP00000395654,123.6,1
9606.ENSP00000395704,0,0
9606.ENSP00000395708,0.8,1
9606.ENSP00000395723,13.2,1
9606.ENSP00000395733,0.6,1
9606.ENSP00000395772,189.1,1
9606.ENSP00000395835,0,0
9606.ENSP00000395929,41.9,1
9606.ENSP00000395983,6.2,1
9606.ENSP00000395995,0,0
9606.ENSP00000396045,1,1
9606.ENSP00000396052,64.9,1
9606.ENSP00000396068,15.5,1
9606.ENSP00000396085,0,0
9606.ENSP00000396103,0,0
9606.ENSP00000396160,9.3,1
9606.ENSP00000396163,0.1,1
9606.ENSP00000396225,27.2,1
9606.ENSP00000396234,2.9,1
9606.ENSP00000396270,35.9,1
9606.ENSP00000396301,168.2,1
9606.ENSP00000396304,0,0
9606.ENSP00000396308,214.4,1
9606.ENSP00000396320,0,0
9606.ENSP00000396379,16.3,1
9606.ENSP00000396402,0.3,1
9606.ENSP00000396421,28.3,1
9606.ENSP00000396441,68.9,1
9606.ENSP00000396445,16,1
9606.ENSP00000396452,31.7,1
9606.ENSP00000396467,85.9,1
9606.ENSP00000396523,0,0
9606.ENSP00000396593,0,0
9606.ENSP00000396615,0.8,1
9606.ENSP00000396620,54.6,1
9606.ENSP00000396622,0,0
9606.ENSP00000396628,32.7,1
9606.ENSP00000396648,0,0
9606.ENSP00000396673,69.3,1
9606.ENSP00000396688,0.1,1
9606.ENSP00000396704,105.6,1
9606.ENSP00000396722,0,0
9606.ENSP00000396732,0,0
9606.ENSP00000396747,0,0
9606.ENSP00000396749,18.8,1
9606.ENSP00000396755,0,0
9606.ENSP00000396843,15.4,1
9606.ENSP00000396857,3.8,1
9606.ENSP00000396896,13.5,1
9606.ENSP00000396915,1.1,1
9606.ENSP00000396918,28,1
9606.ENSP00000396935,0.1,1
9606.ENSP00000396936,0,0
9606.ENSP00000396937,154.6,1
9606.ENSP00000396954,22.7,1
9606.ENSP00000396976,24.2,1
9606.ENSP00000396995,3.9,1
9606.ENSP00000397002,0.2,1
9606.ENSP00000397026,10.2,1
9606.ENSP00000397039,0,0
9606.ENSP00000397050,3,1
9606.ENSP00000397073,0,0
9606.ENSP00000397082,0,0
9606.ENSP00000397103,0,0
9606.ENSP00000397133,0,0
9606.ENSP00000397157,15.6,1
9606.ENSP00000397172,34.4,1
9606.ENSP00000397178,0,0
9606.ENSP00000397181,0,0
9606.ENSP00000397188,36.7,1
9606.ENSP00000397239,0,0
9606.ENSP00000397249,164.8,1
9606.ENSP00000397259,57.7,1
9606.ENSP00000397261,0,0
9606.ENSP00000397297,0,0
9606.ENSP00000397312,1.5,1
9606.ENSP00000397351,0.1,1
9606.ENSP00000397394,17.9,1
9606.ENSP00000397402,2.6,1
9606.ENSP00000397415,0,0
9606.ENSP00000397435,25.1,1
9606.ENSP00000397441,11.5,1
9606.ENSP00000397453,11.2,1
9606.ENSP00000397459,21.9,1
9606.ENSP00000397552,126.3,1
9606.ENSP00000397563,21.8,1
9606.ENSP00000397566,22.6,1
9606.ENSP00000397598,0.3,1
9606.ENSP00000397655,0,0
9606.ENSP00000397673,9.9,1
9606.ENSP00000397679,0,0
9606.ENSP00000397693,11.1,1
9606.ENSP00000397798,2690.1,1
9606.ENSP00000397843,559.8,1
9606.ENSP00000397863,0.1,1
9606.ENSP00000397881,19,1
9606.ENSP00000397900,0.2,1
9606.ENSP00000397908,17.4,1
9606.ENSP00000397911,0,0
9606.ENSP00000397925,0,0
9606.ENSP00000397927,101,1
9606.ENSP00000397947,18.2,1
9606.ENSP00000397968,0,0
9606.ENSP00000398017,0,0
9606.ENSP00000398048,1.7,1
9606.ENSP00000398064,143,1
9606.ENSP00000398076,13,1
9606.ENSP00000398083,19.8,1
9606.ENSP00000398089,4.4,1
9606.ENSP00000398105,12,1
9606.ENSP00000398106,39.8,1
9606.ENSP00000398124,51,1
9606.ENSP00000398131,297.8,1
9606.ENSP00000398181,55.9,1
9606.ENSP00000398211,0.1,1
9606.ENSP00000398273,9.9,1
9606.ENSP00000398342,0,0
9606.ENSP00000398350,15.9,1
9606.ENSP00000398401,28.5,1
9606.ENSP00000398410,3,1
9606.ENSP00000398454,0.4,1
9606.ENSP00000398481,0.4,1
9606.ENSP00000398495,72.2,1
9606.ENSP00000398502,14.5,1
9606.ENSP00000398516,0,0
9606.ENSP00000398523,81.4,1
9606.ENSP00000398559,0,0
9606.ENSP00000398560,7.4,1
9606.ENSP00000398568,0,0
9606.ENSP00000398596,22.9,1
9606.ENSP00000398597,9.5,1
9606.ENSP00000398610,44.6,1
9606.ENSP00000398617,0,0
9606.ENSP00000398619,0,0
9606.ENSP00000398632,9.9,1
9606.ENSP00000398637,0,0
9606.ENSP00000398655,0,0
9606.ENSP00000398688,0.3,1
9606.ENSP00000398698,0,0
9606.ENSP00000398722,53.1,1
9606.ENSP00000398736,15.9,1
9606.ENSP00000398744,0,0
9606.ENSP00000398778,4.1,1
9606.ENSP00000398789,5.9,1
9606.ENSP00000398798,17.6,1
9606.ENSP00000398803,47.8,1
9606.ENSP00000398824,22,1
9606.ENSP00000398837,11.3,1
9606.ENSP00000398861,0,0
9606.ENSP00000398880,49.2,1
9606.ENSP00000398882,4.6,1
9606.ENSP00000398890,0,0
9606.ENSP00000398930,60,1
9606.ENSP00000399013,0,0
9606.ENSP00000399075,0,0
9606.ENSP00000399078,0,0
9606.ENSP00000399136,0.1,1
9606.ENSP00000399168,116.4,1
9606.ENSP00000399229,1,1
9606.ENSP00000399259,3.5,1
9606.ENSP00000399324,0,0
9606.ENSP00000399392,6.1,1
9606.ENSP00000399403,29.3,1
9606.ENSP00000399415,13.9,1
9606.ENSP00000399421,4.3,1
9606.ENSP00000399441,0,0
9606.ENSP00000399457,250.4,1
9606.ENSP00000399465,13,1
9606.ENSP00000399475,17.4,1
9606.ENSP00000399485,0,0
9606.ENSP00000399511,6.3,1
9606.ENSP00000399518,46.4,1
9606.ENSP00000399547,0.1,1
9606.ENSP00000399585,25.6,1
9606.ENSP00000399588,0.6,1
9606.ENSP00000399664,3.1,1
9606.ENSP00000399679,0,0
9606.ENSP00000399700,3.2,1
9606.ENSP00000399709,0,0
9606.ENSP00000399711,0,0
9606.ENSP00000399718,33.7,1
9606.ENSP00000399745,0,0
9606.ENSP00000399797,39.7,1
9606.ENSP00000399805,47.2,1
9606.ENSP00000399808,0.4,1
9606.ENSP00000399862,32.5,1
9606.ENSP00000399863,10,1
9606.ENSP00000399888,326.2,1
9606.ENSP00000399903,3.2,1
9606.ENSP00000399938,6.5,1
9606.ENSP00000399968,22.5,1
9606.ENSP00000399970,3.2,1
9606.ENSP00000399979,0,0
9606.ENSP00000399982,90.6,1
9606.ENSP00000400010,19,1
9606.ENSP00000400041,0,0
9606.ENSP00000400046,0,0
9606.ENSP00000400057,83.9,1
9606.ENSP00000400099,32.7,1
9606.ENSP00000400101,50.1,1
9606.ENSP00000400113,26,1
9606.ENSP00000400142,471.5,1
9606.ENSP00000400157,0.3,1
9606.ENSP00000400168,11.6,1
9606.ENSP00000400175,560.4,1
9606.ENSP00000400184,69.2,1
9606.ENSP00000400223,4.2,1
9606.ENSP00000400252,0,0
9606.ENSP00000400258,0,0
9606.ENSP00000400312,23.1,1
9606.ENSP00000400341,0,0
9606.ENSP00000400365,1.6,1
9606.ENSP00000400376,0.9,1
9606.ENSP00000400391,102.6,1
9606.ENSP00000400433,496.8,1
9606.ENSP00000400459,1,1
9606.ENSP00000400467,67.3,1
9606.ENSP00000400471,239.2,1
9606.ENSP00000400482,63.7,1
9606.ENSP00000400500,19.3,1
9606.ENSP00000400513,43.9,1
9606.ENSP00000400533,0.2,1
9606.ENSP00000400591,258.1,1
9606.ENSP00000400646,8.3,1
9606.ENSP00000400713,0,0
9606.ENSP00000400717,35,1
9606.ENSP00000400736,2.5,1
9606.ENSP00000400803,0.7,1
9606.ENSP00000400806,33.7,1
9606.ENSP00000400839,12.7,1
9606.ENSP00000400852,3.4,1
9606.ENSP00000400870,55.2,1
9606.ENSP00000400878,6.4,1
9606.ENSP00000400880,0,0
9606.ENSP00000400882,0,0
9606.ENSP00000400887,15.8,1
